,Zip Code,Predicted Total Sales,Predicted Dollar/liter,Store Count,Area (sqkm),Stores per sqkm,Zip Sales - Total,Dollar per liter
12400,52753,222085.490852,14.5424930195,5.0,68.492183,0.0730010313732,746949.08,20.1836780465
12440,52754,108899.651213,9.70581514967,,,,,
12441,52755,312881.496777,12.7912389776,,,,,
12442,52756,148575.796294,14.65769785,,,,,
12443,52757,112630.026162,8.78957323158,,,,,
12444,52758,305030.044292,13.0018439552,,,,,
12445,52761,2021034.7004,13.5617108477,15.0,482.973608,0.0310575976648,1691438.33,13.1503689701
12598,52765,93439.623182,9.15315485119,,,,,
12599,52766,235634.739541,13.6475133969,,,,,
12600,52767,-512323.911859,16.7607592115,,,,,
12601,52768,189967.721842,11.3668710754,1.0,89.481384,0.0111755088634,19792.89,9.93813547833
12610,52769,53103.8314223,7.21928608299,,,,,
12612,52772,663099.987855,12.8806703993,3.0,342.328096,0.00876352258273,396586.02,13.1519330641
12645,52773,251598.338388,12.3364034835,,,,,
12646,52774,349703.66137,11.3963868811,,,,,
12647,52776,303505.944778,16.6471096117,3.0,219.678908,0.0136562951232,197166.16,15.5590508928
12675,52777,155728.485316,10.9062089506,1.0,139.946616,0.0071455818553,6258.28,11.4444444444
12682,52778,269794.750325,12.6529130306,2.0,215.972375,0.00926044360998,99498.0,11.1991301646
12703,52801,729473.806113,13.0988269761,,,,,
12704,52802,1061396.82181,14.2732289367,8.0,29.294412,0.273089625421,1190381.21,13.450910239
12799,52803,2366300.31354,16.186539909,6.0,14.068035,0.42649879674,1188641.0,16.1943279572
12860,52804,2640892.86418,14.7874794768,11.0,88.861422,0.123788250879,2785141.38,15.9661194932
12989,52806,3009934.25912,14.1235955811,8.0,79.448284,0.10069443413,2171294.34,13.0071756809
13076,52807,920810.49007,15.9864467425,9.0,76.46944,0.117694074914,1230843.0,15.8835503373
