,title,company,location,reviews,summary,hourly,monthly,yearly,est_sal
0,Staff Data Engineer - QE,Intuit,"Mountain View, CA 94043",466,"Work with Data Engineers, Product Managers and Data Scientists to identify datasets needed for deep customer insights and for building operational propensity...",0,0,0,
1,Data Scientist,C3 IoT,"Redwood City, CA",,"In addition, you will help find the appropriate machine learning / data mining algorithms to answer these questions....",0,0,0,
2,Research Scientist,Accenture,"San Francisco, CA 94105","6,902","We’d love to discuss our Research Scientist opportunity with you. No two days at Accenture are the same but, as the Research Scientist, you’ll frequently be...",0,0,0,
3,"Machine Learning Deployment Engineer, Professional Services,...",Google,"San Francisco, CA","1,216",Experience interpreting technical data and creating reports with data. Experience with data analytics and/or data visualization techniques and software....,0,0,0,
4,Data Engineer,Opendoor,"San Francisco, CA",2,Collaborate with Data Scientists to derive features that improve our pricing models. Nelson is a data scientist who was formerly on the AdWords team at Google....,0,0,0,
5,"Research Scientist, AI",eBay,"San Francisco, CA",746,"We are looking for talented applied scientists to work on problems in Natural Language Understanding, Machine Learning and Artificial Intelligence....",0,0,0,
6,Software Engineer (Machine Learning) - TellApart,TellApart,"San Francisco, CA 94103 (South Of Market area)",,Data is at the core of everything we do at TellApart - we thrive and prosper based on our ability to find insights in our data and apply them to drive revenue...,0,0,0,
7,Statistical Analyst,Esurance,"San Francisco, CA",101,"Defines business problems, identifies data requirements, isolates data elements and collaborate with IT to facilitate implementation of technical data solutions...",0,0,0,
8,Data Science Manager- Intelligent Spend,Uber,"San Francisco, CA 94103 (South Of Market area)",153,"Are you interested in working at the intersection of applied microeconomic research, operations engineering, and data science?...",0,0,0,
9,"Vector Biologist, Debug Project, Verily Life Sciences",Google,"South San Francisco, CA","1,216","Strong interpersonal, data presentation, and communication skills. The Debug Project is seeking a motivated scientist with broad training in vector biology....",0,0,0,
10,Statistical Programmer,Beacon Hill Pharma,"San Francisco, CA",,"May partner with biostatisticians and clinical data management staff in establishing standards for clinical data collection, management and/or reporting of data...",0,0,0,
11,Machine Learning Engineer,Opendoor,"San Francisco, CA",2,ML Engineers work closely with Data Scientists and Data Engineers to research and productize predictive services that power our data products....,0,0,0,
12,Quantitative Analyst (Seeds & Planting),The Climate Corporation,"San Francisco, CA",2,"This team works with data scientists and domain scientists across various disciplines, leveraging weather data, forecasts, agricultural statistics, geological...",0,0,0,
13,Save lives building data science infrastructure,Blue Owl,"San Francisco, CA",,Work with data scientists to carry out site-wide analytics and build A/B test experiments for hypothesis testing....,0,0,0,
14,Distinguished Research Scientist,Accenture,"San Francisco, CA 94105","6,902","Minimum 12 years' of experience in machine learning, machine reasoning, natural language processing, knowledge discovery and data mining, unstructured data...",0,0,0,
15,Associate Scientist/Scientist – Drug Metabolism,Genentech,"South San Francisco, CA",271,Integrate metabolism data to guide chemistry design teams. The level of the position (Associate Scientist or Scientist) will depend on the qualifications of the...,0,0,0,
16,Data Scientist - Relocation to China (Chinese Visa required),Booking.com,"San Francisco, CA",141,"Data Scientist – China Localisation. Data Science, Analytics & Research. As a data scientist, you can expect to independently support these functions at...",0,0,0,
17,Data Scientist- Communications Platforms,Uber,"San Francisco, CA 94105",153,Working on a cross functional team of data scientists and engineers who support Uber’s existing communications technology and providing ad-hoc support of any...,0,0,0,
18,BIOINFORMATICS SCIENTIST I/II,"GRAIL, Inc.","San Francisco, CA",,"The Bioinformatics Scientist I/II will be part of the research team, and will be responsible for the development of methods, analysis, pipelines, and algorithms...",0,0,0,
19,Big Data Machine Learning Engineer,Aarkay Technologies Inc.,"San Francisco Bay Area, CA",,"Bachelors in Computer Science or Equivalent- experience in Machine Learning, Data Analytics, Big Data. Big data machine learning engineer*....",0,0,0,
20,Quantitative Analyst (Geospatial),The Climate Corporation,"San Francisco, CA",2,Collaboratively develop needed methodology for data mining and data quality automation. Understand the various data pipelines and caveats of different agronomic...,0,0,0,
21,Bioinformatics Scientist - PCR Primer Design,Thermo Fisher Scientific,"San Francisco, CA",980,Experience with next generation sequencing data. Analyze sequence data and mine public databases for sequence content....,0,0,0,
22,Senior Data Scientist,Demandbase,"San Francisco, CA",2,"As the Senior Data Scientist, you’ll be responsible for developing and testing hypotheses on behavioral responses in B2B marketing, creating models that extract...",0,0,0,
23,Machine Learning Engineer,Index,"San Francisco, CA",31,Have experience with Hadoop or other Big Data platforms. Have designed novel approaches for analyzing high volumes of data....,0,0,0,
24,"Research Scientist, Advanced Modeling, Health Analytics",Precision For Value,"Oakland, CA",3,"Administrative hospital data. Electronic health record data. Administrative health insurance claims data. Survey data (NHANES, MEPS, NHIS, HRS, etc.)....",0,0,0,
25,Big Data Senior Consultant,Deloitte,"San Francisco, CA","3,458","Experienceworking as a Data Scientist. Knowledgeof data, master data and metadata related standards, processes and technology....",0,0,0,
26,Visualization Analyst,Smule,"San Francisco, CA 94107 (South Of Market area)",2,Techniques to data sets. Approach to visualize the underlying stories beneath data. Familiar with data visualization best practices and has strong....,0,0,0,
27,"User Insights Researcher, Product",Omada Health,"San Francisco, CA",,"Digging into the whys behind patterns in our data. We are looking for a User Insights Researcher to explore what is and isn't working for participants, and to...",0,0,0,
28,Data and Policy Analyst - Statistical Programmer,Acumen LLC,"Burlingame, CA 94010",,"Data and Policy Analysts perform a wide array of functions as part of the research process. This position is responsible for managing and analyzing data,...",0,0,0,
29,Save lives with machine learning,Blue Owl,"San Francisco, CA",,"Requirements for all data scientists. Expert in Python and core libraries used by data scientists (Numpy, Scipy, Pandas, Scikit-learn, Matplotlib/Seaborn, etc.)...",0,0,0,
30,"Senior Software Engineer, Data Science",Marin Software,"San Francisco, CA 94105",17,Join Marin Software as a Data Scientist to apply your real world experience of data analysis and machine learning techniques on vast data sets....,0,0,0,
31,Data Scientist,Intuit,"Mountain View, CA 94043",466,"Develop tools of automating data processing, cleansing, and verifying data integrity. Perform data mining using state-of-the art methods....",0,0,0,
32,Save lives as a software engineer,Blue Owl,"San Francisco, CA",,"Experience working closely with data scientists. Created geospatial services before, such as maps data, routing and travel time prediction algorithms, traffic...",0,0,0,
33,Senior Data Scientist,Stem Inc,"San Francisco Bay Area, CA",,"As a Data Scientist at Stem, you’ll be working at the forefront of the storage revolution. Hands on experience with big data and streaming technologies (Hadoop...",0,0,0,
34,Lead Data Scientist,OI,"San Francisco, CA",505,"Lead Data Scientist, Machine Learning- Leading a team of 3. As a Lead Data Scientist, you will head up a 2-4 person team building state of the art algorithms...",0,0,0,
35,Head of Data Science,YouCaring,"San Francisco, CA 94108 (Financial District area)",,Leads a team of data scientists. Head of Data Science:. Constantly driving our data model forward. Ensures data integrity across all platforms and databases....,0,0,0,
36,Research Data Analyst,University of California San Francisco,"San Francisco, CA",69,"Recommend ways to improve data quality. The Research Data Analyst will be involved in gathering, analyzing and interpreting a wide variety of research data...",0,0,0,
37,Big Data Engineer,Tiger Analytics,"San Francisco Bay Area, CA",,"Work with business domain experts, data scientists and application developers to identify data that is relevant for analysis and develop a scalable solution....",0,0,0,
38,Statistical Scientist - Product Development Biostatistics,Genentech,"South San Francisco, CA",271,"Reviews study protocols, authors statistical sections of protocols, prepares the study randomization, develops the statistical and data analysis plans, develops...",0,0,0,
39,Scientist/Sr. Scientist-Machine Learning,L'Oreal USA,"San Francisco, CA",126,"Experience working with large structured and unstructured data. Experience with biological data sets (genomic, transcriptomic, microbiome, etc.)....",0,0,0,
40,"Quantitative Business Analyst, YouTube",Google,"San Bruno, CA","1,216","You will become an expert on YouTube?s data, business intelligence systems and technologies across the full stack of the data science workflow....",0,0,0,
41,Machine Learning Engineer,Indeed Prime,"San Francisco, CA",,Work on several data classification problems at petabyte scale data and incorporate back into statistical models....,0,0,0,
42,Data Engineer,Element Analytics,"San Francisco, CA",,You’ll develop and deliver a predictive analytics platform with machine learning that standardizes and contextualizes data into a usable form for data...,0,0,0,
43,Immunochemistry/Chemistry Lab Manager,Ascend Clinical,"Redwood City, CA",4,"CA Clinical Lab Scientist license. Ensure that data integrity, quality control, and customer standards are met, including auditing laboratory procedures and...",0,0,0,
44,Data Scientist 1,Clorox,"Pleasanton, CA 94588",275,"As a Data Scientist, you will be developing Advanced Analytical Models for various Business Units of Clorox using Oracle's Data Miner or R-Enterprise...",0,0,0,
45,Software Engineer (Big Data),Human Longevity,"Mountain View, CA",,"PurposeHLI’s machine learning/big data team will design and engineer advanced programs performing mining, analysis and assessment of the most comprehensive...",0,0,0,
46,Data Product Manager - Tech Services,Uber,"San Francisco, CA 94103",153,3+ years experience leading product teams that delivered solutions related to data infrastructure at scaleDeep familiarity with cutting edge of data...,0,0,0,
47,Data Scientist (Social Network Analysis),Humanyze,"Palo Alto, CA",,"In this role, a Data Scientist would be expected to:. Humanyze has an immediate need for a Data Scientist to join our Analytics Team in Palo Alto, CA....",0,0,0,
48,"Scientist III, Bioinformatics",Thermo Fisher Scientific,"San Francisco, CA",980,"Collaborate with experts in the field to develop custom data analysis. In this role, you will be working with software engineers, molecular biologists,...",0,0,0,
49,Data Science Manager,Capital One,"San Francisco, CA","2,902","Data Science Manager. As a Data Scientist you will be part of a team that's driving the implementation of next generation Customer Matching and Search solution,...",0,0,0,
50,Data Science Manager,Twitch,"San Francisco, CA",4,"Experience working with event-based product usage data, ideally as a Data Scientist at a web/mobile product company....",0,0,0,
51,Research Analyst (San Francisco),Guidepoint Global,"San Francisco, CA",5,"Overview: Where else can you begin your career with the opportunity to spend each day talking to some of the brightest professional minds – doctors,",0,0,0,
52,Data Science - Internship/Co-op,Uber,"San Francisco, CA 94103 (South Of Market area)",153,"Uber Data Science is looking for world class data science interns to join its Data Science Platform, a group responsible for building, scaling, and centralizing...",0,0,0,
53,Applied Scientist,"A2Z Development Center, Inc.","San Francisco, CA",,2+ years experience applying Data Science. We are looking for someone who is excited by lots of data:. As an Applied Scientist on the Music search team your...,0,0,0,
54,Quantitative Analyst,First Republic Bank,"San Francisco, CA",52,"As a strategic service offering, First Republic’s “Enterprise Data and Client Insight” (EDCI) office works collaboratively with business and Information...",0,0,0,
55,Data Engineering | Software Engineer,HouseCanary,"San Francisco, CA 94107 (South Of Market area)",,"Collaborate with talented data scientists to implement predictive models. We track thousands of data elements every month, from national factors down to house...",0,0,0,
56,Data Visualization Designer - San Francisco,Winton Capital,"San Francisco, CA",,"Data Visualization Designer. Portfolio of Data Visualization designs. As the company’s first Data Visualization Designer, you will be responsible for building...",0,0,0,
57,Sr. Data Science Engineer (5+yrs Python & SQL),Indeed Prime,"San Francisco, CA",,An excellent Indeed Prime client is hiring data scientists for a team to tackle a series of greenfield projects....,0,0,0,
58,Hadoop Infrastructure Developer,Marketo,"San Mateo, CA",8, B uild upon our new data infrastructure to enable more engineers and data scientist to quickly build new applications....,0,0,0,
59,Software Engineer (Analytics),Humanyze,"Palo Alto, CA",,Work closely with Data Scientists to design and implement new/custom algorithms and methodology. Experience working with sensor data....,0,0,0,
60,Save lives with machine learning,Blue Owl,"San Francisco, CA",,"Requirements for all data scientists. Expert in Python and core libraries used by data scientists (Numpy, Scipy, Pandas, Scikit-learn, Matplotlib/Seaborn, etc.)...",0,0,0,
61,Director of Consumer Analytics,Chegg,"Santa Clara, CA 95054",26,Comfortable using various data access tools and working with disparate sources of data and data quality issues. Analytics & Data Science....,0,0,0,
62,3D Vision Engineer,Geomagical Labs,"Mountain View, CA 94043",,"You will be part of Geomagical Labs' core team of vision scientists, designing, building and optimizing computer vision software for our mass-scale consumer...",0,0,0,
63,Risk Analyst,Uber,"San Francisco, CA 94105 (Financial District area)",153,"You will be working alongside best in industry data scientists and engineers, to solve very challenging risk problems.WHAT YOU’LL DO:....",0,0,0,
64,"Senior Data Scientist, Search and Local",Trulia,"San Francisco, CA",44,"Problem solver, beyond algorithms and data structures. Industry experience in search ranking/relevance or data science....",0,0,0,
65,Data Analytics Manager,Willis Towers Watson,"San Francisco, CA",216,"Building upon our existing advanced analytics and data provisions services, RCS is currently broadening its big data predictive analytics capabilities and is...",0,0,0,
66,Senior Data Scientist,eBay,"San Francisco, CA",746,"We pride ourselves to be the leader in cloud computing, Big Data, search, and many other lead-edge technologies. Primary Job Responsibilities:....",0,0,0,
67,Senior Data Scientist,Glassdoor,"Mill Valley, CA 94941",13,"As a Senior Data Scientist, you’ll be part of our Jobs Data Science and Machine Learning team and build algorithms to deeply understand jobs, their requirements...",0,0,0,
68,Data Engineer,Lyft Corporate,"San Francisco, CA",11,Work directly with Data Scientists and Data Analytics to develop scalable data models. You will also leverage data expertise to help evolve data models in...,0,0,0,
69,Senior Data Scientist,Verizon,"San Francisco, CA 94105 (Financial District area)","11,101","As our data scientist, candidates will provide expertise on mathematical concepts for the broader applied analytics team and inspire the adoption of advanced...",0,0,0,
70,Machine Learning Engineer,Mixpanel,"San Francisco, CA 94105 (Financial District area)",,"Meticulous attention to detail, a passion for writing high quality software, and a love of data and statistics....",0,0,0,
71,Director of Analytics,Pocket Gems,"San Francisco, CA 94104 (Financial District area)",,"Mentor a team of analysts, data scientists, and data engineers; We think that our analysts, data scientists, and analytics engineers are working on several...",0,0,0,
72,Data Science Team Lead: Weather Science Statistics,The Climate Corporation,"San Francisco, CA",2,"Collaborate with software engineers and scientists, to productionize cutting-edge, scalable statistical algorithms applied to real-world data, for market-facing...",0,0,0,
73,Senior Data Scientist,Stem Inc,"San Francisco Bay Area, CA",,"As a Data Scientist at Stem, you’ll be working at the forefront of the storage revolution. Hands on experience with big data and streaming technologies (Hadoop...",0,0,0,
74,"Scientist, Protein Science",Boehringer Ingelheim,"Fremont, CA",300,"This position focuses on providing data to other scientists, interpreting data to develop solutions and produce drug substance under GMP/GLP conditions to for...",0,0,0,
75,"Director, Digital Experience - Analytics",Kaiser Permanente,"Pleasanton, CA","3,798","Prefer experience as a Data Scientist. You will manage the research, analysis, and monitoring of financial, technological and demographic factors and use this...",0,0,0,
76,Data Engineer,Prosper,"San Francisco, CA",11,"The Data Engineer is responsible for data services including ETL pipeline implementation, data stewardship, data warehouse architecture, and data quality...",0,0,0,
77,"Staff Laser Research Scientist (Research Scientist, Staff)",Lumentum Operations LLC,"Milpitas, CA",4,"Data analysis, and. Lumentum’s optical components and subsystems are part of virtually every type of telecom, enterprise, and data center network....",0,0,0,
78,Save lives building data science infrastructure,Blue Owl,"San Francisco, CA",,Work with data scientists to carry out site-wide analytics and build A/B test experiments for hypothesis testing....,0,0,0,
79,Head of Partner Analytics,Pinterest,"San Francisco, CA 94103 (South Of Market area)",,Lead and mentor a team of business analysts and data scientists focussed on having business impact through providing actionable insights....,0,0,0,
80,UC Berkeley - BACEM Computer Support Analyst,Lawrence Berkeley National Laboratory,"Berkeley, CA 94720",60,"QB3 scientists make. Innovative/automated approaches for data collection, storage and backup. Support the BACEM users running scope operation and data....",0,0,1,76250.0
81,Senior Data Scientist,Ancestry,"San Francisco, CA",35,Data Mining Product team is looking for an experienced Data Scientists who has a passion to build data products and data systems....,0,0,0,
82,Senior Data Scientist,Ticketfly,"San Francisco, CA",3,"Ticketfly is seeking an experienced Data Scientist to join the Data Science team. Collaborate effectively with engineers, data scientists, product managers and...",0,0,0,
83,"Product Analyst, Data Science",Google,"San Bruno, CA","1,216",Data Scientists are changing the world one technological achievement after another. You weave stories with meaningful insight from data....,0,0,0,
84,Senior Data Platform Engineer - Personalization,Lithium Technologies,"San Francisco, CA 94104 (Financial District area)",4,Building and managing data pipelines and data infrastructure. Big data technology including:. This team is one of the most critical teams at the company since...,0,0,0,
85,Senior Data Scientist,Esurance,"San Francisco, CA",101,Extensive experience in data management and data scrubbing. Technical mentoring for junior data scientists in the team while owning independent deliverables....,0,0,0,
86,Chief Technical Scientist,University of California San Francisco,"San Francisco, CA",69,Ability to collaborate with influence the world’s foremost data scientists. The Chief Technical Scientist involves developing and utilizing computational tools...,0,0,0,
87,Data Engineer,Komodo Health,"San Francisco, CA",,Work with the data scientists to implement forecasting and prediction algorithms and models in the data infrastructure....,0,0,0,
88,Haskell Data Scientist,TARGET,"Sunnyvale, CA","18,679","At Target, we are surrounded by a wide range of interesting problems: Supply-Chain Optimization, Inventory Control, Merchandise Selection, Space Design,",0,0,0,
89,Data Scientist/Machine Learning Engineer,Workday,"Pleasanton, CA 94588",13,"Big data tools:. Do you enjoy the whole data science lifecycle from ideation, data exploration, model building, results communication, all the way to...",0,0,0,
90,Analytics Implementation Specialist,Trulia,"San Francisco, CA",44,"As a member of the Data Warehousing & Analytics team, you'll collaborate closely with analysts, data warehouse engineers, product managers, data scientists, and...",0,0,0,
91,VP of Engineering,"Stellar Labs, Inc.","Redwood City, CA 94065",,"Relational database design, data architecture and SQL. Our software architects, engineers and scientists utilize state-of-the-art technologies and innovative...",0,0,0,
92,Save lives with machine learning,Blue Owl,"San Francisco, CA",,"Requirements for all data scientists. Expert in Python and core libraries used by data scientists (Numpy, Scipy, Pandas, Scikit-learn, Matplotlib/Seaborn, etc.)...",0,0,0,
93,Statistician,University of California San Francisco,"San Francisco, CA",69,"The Statistician will be asked to ensure data quality (assessing data completeness, cleaning, verification, reliability and validity of study variables, and...",0,0,0,
94,Big Data Engineer,Oracle,"Redwood Shores, CA","1,012","Work alongside a team of data scientists to aid data mining, algorithm development, data visualization, and data cleansing/transformation....",0,0,0,
95,"Bioinformatics Scientist, Discovery Oncology",Genentech,"South San Francisco, CA",271,"Exceptionally strong communication, data presentation and visualization skills. In our research we apply a wide variety of high-throughput data technologies and...",0,0,0,
96,Research Analyst,Symantec,"San Francisco, CA",434,"Collaborate with a cross-functional team consisting of actuaries, engineers, data scientists, product managers and researchers to advance Symantec’s cyber...",0,0,0,
97,"Data Science - Strategic Partnerships, Tech",Uber,"San Francisco, CA 94103 (South Of Market area)",153,"As a Data Scientist on Tech Partnerships, these are some of the high-profile initiatives you’ll be partnering with product and engineering teams to deliver...",0,0,0,
98,"Statistician/Quantitative Analyst, YouTube",Google,"San Bruno, CA","1,216","As a Statistician/Quantitative Analyst, your role is similar to that of a data scientist. At YouTube, data drives the way we make decisions....",0,0,0,
99,ARDS Data Analyst,University of California San Francisco,"San Francisco, CA",69,"As part of an NIH-funded research group, the candidate will help design studies of clinical and biological data from human subjects, independently carry out...",0,0,0,
100,Data Engineer,Gigster,"San Francisco, CA",3,"All of our projects require a disciplined approach to data management, including data ingestion, data integrity, distributed data processing and modeling....",0,0,0,
101,Software Engineer - Machine Learning & Artificial Intelligen...,Rocket Fuel Inc.,"Redwood City, CA",,"How do you use the rich data we have about users to make predictions? Through artificial intelligence at big data scale, we optimize performance, awareness, and...",0,0,0,
102,"Senior Scientist – Cell & Gene Therapy, Analytical Developme...",Pfizer Inc.,"San Francisco, CA","1,819","Excellent data science skills in the areas of analysis, integration, and interpretation from internal or external data sources....",0,0,0,
103,Senior Data Scientist,CyberCoders,"Palo Alto, CA",16,"Python-Tableau-Analysis with large data setsSo, if you are a Senior Data Scientist with Python experience, please apply today!...",0,0,0,
104,Senior Data Scientist,Ancestry,"San Francisco, CA",35,Data Mining Product team is looking for an experienced Data Scientists who has a passion to build data products and data systems....,0,0,0,
105,Data Scientist- Communications Platforms,Uber,"San Francisco, CA 94105",153,Working on a cross functional team of data scientists and engineers who support Uber’s existing communications technology and providing ad-hoc support of any...,0,0,0,
106,Statistical Scientist,Genentech,"South San Francisco, CA",271,"Proven experience in the principles and techniques of data analysis, interpretation and clinical relevance....",0,0,0,
107,Save lives as a software engineer,Blue Owl,"San Francisco, CA",,"Experience working closely with data scientists. Created geospatial services before, such as maps data, routing and travel time prediction algorithms, traffic...",0,0,0,
108,Sr Computational Linguist,Monitor 360,"San Francisco, CA",,"Work with data scientists, machine learning professionals to use machine learning algorithms to understand language context....",0,0,0,
109,Senior Life Science Analyst,Practice Fusion,"San Francisco, CA 94102 (Downtown area)",2,"Practice Fusion is building a team of data analysts, data scientists and developers to create innovative data products using one of the largest de-identified...",0,0,0,
110,"Research Scientist - Meta Research - San Francisco, CA",Evidera,"San Francisco, CA",5,"Research Scientist - Meta Research – San Francisco, CA. We are looking for a Research Scientist for our Meta Research team....",0,0,0,
111,Analytics Implementation Specialist,Trulia,"San Francisco, CA",44,"As a member of the Data Warehousing & Analytics team, you'll collaborate closely with analysts, data warehouse engineers, product managers, data scientists, and...",0,0,0,
112,Machine Learning Engineer,Gigster,"San Francisco, CA",3,"All of our projects require a disciplined approach to data management, including data ingestion, data integrity, distributed data processing and modeling....",0,0,0,
113,Sr/Lead Data Scientist,Doximity,"San Francisco, CA 94107 (South Of Market area)",,"We are looking for an experienced Data Scientist to join our growing data science team. Because Doximity is such a data-driven company, our data scientists play...",0,0,0,
114,Statistical Programmer,inVentiv Health Clinical,"San Francisco, CA",52,"Assist in the review of key study-related documents produced by other functions, e.g. SAP, case report form, data management plan, database specifications, EDC...",0,0,0,
115,"Associate Instructor, Data Science",Galvanize,"San Francisco, CA",2,"Galvanize has a tight-knit team of data scientists, educators, and community builders that are creating a pathway onto industry’s most demanding data science...",0,0,0,
116,"Senior Scientist, T-cell Directing Therapies",Pfizer Inc.,"South San Francisco, CA 94080","1,819",Ability to perform complex data analysis. Role Description We are seeking to hire an enthusiastic and team-oriented scientist with demonstrated expertise in...,0,0,0,
117,Senior Data Scientist,AdRoll,"San Francisco, CA 94103 (South Of Market area)",4,"Experience with manipulating large data sets. We like to think of Data Science Engineering as a ""startup within AdRoll.""....",0,0,0,
118,Oncology Data Specialist (with CTR),Cancer Prevention Institution of California,"Fremont, CA",,Works closely with other Oncology Data Specialists to coordinate the work flow for various routine data collection tasks in designated facilities and counties....,0,0,0,
119,"Data Scientist, Senior",PG&E,"San Ramon, CA 94583",261,"The Data Scientist will be a core member in the GCS&S team. As a Data Scientist, you will also be required to maintain and nurture the external contractor...",0,0,0,
120,"Senior Software Engineer, Data Science",Marin Software,"San Francisco, CA 94105",17,Join Marin Software as a Data Scientist to apply your real world experience of data analysis and machine learning techniques on vast data sets....,0,0,0,
121,"Project Analyst, Energy Team",Opinion Dynamics,"Oakland, CA 94612",,"The ideal candidate will be a talented writer who can translate numbers into stories, or a strong data analyst who can write better each time....",0,0,0,
122,"Market Research Analyst, Senior - San Francisco, CA",PG&E,"San Francisco, CA 94107 (South Of Market area)",261,"Skilled in SPSS or other statistical software to analyze data. Track on-going survey results,compare and contrast current research data with earlier time...",0,0,0,
123,"Data Scientists,San Francisco, CA",Cloudmellow,"San Francisco, CA",,"Senior Data Engineer, Advanced Analytics Focus -- Analytic Data EngineeringThe Analytic Data Engineering team at client is responsible for building systems and...",0,0,0,
124,Big Data Analyst,SoFi,"San Francisco, CA",7,"The Big Data Analyst works intimately with hit data and our analytics suite. Your projects will touch on many parts of the company, but our data scientists and...",0,0,0,
125,Subscriber Success Programs Data Analyst,Autodesk,"San Francisco, CA",147,"Work closely with Autodesk's growing community of data scientists, data engineers and business analysts. Based upon evaluation of the client/interpretation of...",0,0,0,
126,"Software Engineer, Machine Learning",Google,"San Francisco, CA","1,216","We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking...",0,0,0,
127,Survey Data and Analysis Intern,Wikimedia Foundation,"San Francisco, CA",,Learn to develop a protocol for anonymizing and storing data that can be applied to any surveys data set. Experience or exposure to ethical data management...,0,0,0,
128,Research Engineer,Educational Testing Service,"San Francisco, CA 94105 (Financial District area)",114,"Familiarity with recently developed algorithms, methods and data structures to support the processing of speech, multimodal, and language data....",0,0,0,
129,Senior Data Scientist,Earnest,"San Francisco, CA 94110 (Mission area)",,We’re looking for an experienced and creative Senior Data Scientist to join our data team - the team responsible for making our vision a reality....,0,0,0,
130,Drug Delivery Device Researcher/ Analyst,Eurofins,"San Francisco, CA",,"Perform review and peer review of analytical data, as well as prepare data for presentation. Strong computer, scientific, data analysis and organizational...",0,0,0,
131,Data Warehouse Engineer,Jawbone,"San Francisco, CA",11,"To that end, you must work closely with stakeholders on the data demand side (analysts and data scientists) and the data supply side (domain experts on source...",0,0,0,
132,Senior Scientist - Stanford Clinical Genomics Service,Stanford Health Care,"Palo Alto, CA 94305",157,"Scientist - Algorithms will be part of a growing Clinical Genomics team of Bioinformaticians, Lab Scientist, Data Curation Scientists, Clinicians and Medical...",0,0,0,
133,Associate Statistical Scientist,Genentech,"South San Francisco, CA",271,"Proven experience in the principles and techniques of data analysis, interpretation and clinical relevance....",0,0,0,
134,Data Scientist,Intuit,"Mountain View, CA 94043",466,"Develop tools of automating data processing, cleansing, and verifying data integrity. Perform data mining using state-of-the art methods....",0,0,0,
135,Product Manager,Walmart eCommerce,"San Bruno, CA 94066",17,"Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...",0,0,0,
136,"Senior Research Associate, In Vivo Pharmacology",Celgene,"San Francisco, CA 94102",91,"Solid understanding of murine in vivo cancer models including monitoring animals, tumor measurements, dosing protocols, and study designs and data presentation...",0,0,0,
137,Save lives as a software engineer,Blue Owl,"San Francisco, CA",,"Experience working closely with data scientists. Created geospatial services before, such as maps data, routing and travel time prediction algorithms, traffic...",0,0,1,250000.0
138,BlackRock - Risk and Quantitative Analysis – Analyst/Associa...,BlackRock,"San Francisco, CA",142,"BlackRock - Risk and Quantitative Analysis – Analyst/Associate - 162360 BlackRock is a leader in investment management, risk management and advisory",0,0,0,
139,Machine Learning Engineer,Premise,"San Francisco, CA 94107 (South Of Market area)",4,"Working collaboratively with data scientists, statisticians or machine learning scientists. We are looking for Machine Learning Engineers to work side by side...",0,0,0,
140,Machine Learning Data Scientist,Hoodline,"San Francisco, CA",,Build data pipelines to enable data analysis at scale in real-time. Experience developing data infrastructure and tools....,0,0,0,
141,Senior Quantitative Analyst,Squaretrade,"San Francisco, CA 94107 (South Of Market area)",11,Experience working with large data volumes is a must! Ability to draw conclusions from raw data then summarize results quickly and efficiently;...,0,0,0,
142,Operations Application Engineer,"Aspera, an IBM Company","Emeryville, CA",,"Aspera, an IBM Company is the creator of next-generation transport technologies that move the world’s data at maximum speed regardless of file size, transfer...",0,0,0,
143,"Director, Data Science",iRhythm,"San Francisco, CA",,IRhythm is looking for a Director of Data Science to lead our Data Science Team. Lead iRhythm’s data science initiatives from research to timely delivery....,0,0,0,
144,Data Engineer,Good Eggs,"San Francisco, CA",4,Collaborate with Data Scientists in building infrastructure for testing and deploying machine learning models....,0,0,0,
145,Biologist Bay Area,ICF,"San Francisco, CA",233,"Experience with data entry and formatting.*. We are business analysts, policy specialists, technologists, researchers, digital strategists, social scientists...",0,0,0,
146,Bioinformatics Scientist,Atreca,"Redwood City, CA 94063",,Have experience analyzing large sequence data sets. Atreca seeks a bioinformatics scientist to generate insights into immuno-oncology through analysis of...,0,0,0,
147,Data Scientist,C3 IoT,"Redwood City, CA",,"In addition, you will help find the appropriate machine learning / data mining algorithms to answer these questions....",0,0,0,
148,Save lives building data science infrastructure,Blue Owl,"San Francisco, CA",,Work with data scientists to carry out site-wide analytics and build A/B test experiments for hypothesis testing....,0,0,0,
149,Data Scientist,Cognitive Scale,"Austin, TX 78730",,This position is specifically for people with necessary ML and data mining skills listed below. We are looking for highly motivated candidates with a stellar...,0,0,0,
150,Software Engineer - Machine Learning,Cognitive Scale,"Austin, TX 78730",,"The convergence of data and technology is transforming industries, society and even the workplace. We live in a moment of remarkable change and opportunity that...",0,0,0,
151,Senior Data Scientist - Geospatial Analytics,MaxPoint,"Austin, TX 78759",,Senior Data Scientist – Geospatial Analytics. Design large scale data pipelines that transforms raw location data into usable customer insights....,0,0,0,
152,Data Science Engineer,Apple,"Austin, TX","2,565","Develop new tools, capabilities and infrastructure to improve how data scientists conduct data analysis and model research....",0,0,0,
153,Sr. Artificial Intelligence Computer Scientist,General Motors,"Austin, TX","2,826",Artificial Intelligence Computer Scientist. Modeling data abstractions employing multiple non-linear mathematical and statistical modeling approaches....,0,0,0,
