,title,company,location,reviews,summary,hourly,monthly,yearly,est_sal
555,DATA ANALYST,HRA/DEPT OF SOCIAL SERVICES,"Manhattan, NY",,"The Data Analyst will:. Experience with data visualization techniques. Knowledge of NYC policies, programming, and data sources related to housing,....",0,0,1,59984.5
556,"CITY RESEARCH SCIENTIST, LEVEL II",POLICE DEPARTMENT,"New York, NY",33,"Extensive knowledge of applied statistics, analytics, machine learning, data science or big data tools....",0,0,0,
557,Senior / Director Data Science,Beeswax,"New York, NY",,"A minimum of 5 years experience in Machine learning, large-scale data mining, or applied data science. We’re seeking a senior data scientist in New York City to...",0,0,1,147500.0
558,Big Data Analytics Business Consultant,KPMG,"New York, NY 10154 (Midtown area)","1,766","Work with data scientist to identify data needs, sources, and structure to support client issues problem solving....",0,0,0,
559,Data Scientist,Squarespace,"New York, NY 10014 (West Village area)",15,"Explore data, communicate findings, and develop ways to help people throughout the company use the data they need....",0,0,0,
560,Strategy Analyst (Data),Meetup,"New York, NY 10012 (Little Italy area)",3,Analysts specialize into Strategists or Data Scientists as they develop additional skills and take on more project responsibility....,0,0,0,
561,Lead Data Scientist,Aetna,"New York, NY 10016 (Gramercy area)","1,714",We are currently looking for an exceptional Data Scientist to play a pivotal role in the creation and deployment of population health products....,0,0,0,
562,Quantitative Analyst for Global Quant Fund,Averity,"New York, NY",,Examine and analyze data to increase alpha and decrease risk. Industry leading multi-billion dollar quant fund looking for Analysts that can drive quantitative...,0,0,1,225000.0
563,Senior Data Scientist,Major League Baseball Advanced Media,"New York, NY",14,"As a Senior Data Scientist at MLBAM, you will be a hands-on lead for data science in the organization. 2+ years of professional experience as a Data Scientist...",0,0,0,
564,Data Scientist,"Point72 Asset Management, L.P.","New York, NY",,"The position requires data mining / manipulation of data sets to extract timely, meaningful and impactful insights....",0,0,0,
565,Senior QA Engineer,ADP,"New York, NY 10011","1,654","At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",0,0,0,
566,"Research Scientist, Deep Learning",WorkFusion,"New York, NY",,"We are looking for a data scientist to join our research team to help us improve our core automation capabilities with the design, implementation, and analysis...",0,0,0,
567,Data Scientist,Princeton Consulting,"New York, NY 10018",,Ability to visualize and communicate data science concepts to other team members and the business. With that being said an ideal candidate should have...,0,0,0,
568,"Scientist ll - Fuel Additives, Tarrytown",BASF,"Tarrytown, NY","1,006","Scientist II, Fuel Additive Development (1603021). Proficient in analyzing data with Excel and summarizing results to Word, PowerPoint or Access....",0,0,0,
569,POLICY AND OPERATIONS RESEARCH | ANALYST,OFFICE OF MANAGEMENT & BUDGET,"Manhattan, NY",2,"Work with large datasets and administrative data. Provide research and analytical support, data analysis, and draft documents and presentations related to the...",0,0,1,78510.5
570,Clinical Analytics Senior Dire,Aetna,"New York, NY 10010 (Gramercy area)","1,714","Manages and builds a team of analysts and data scientists through leadership and mentoring, holding primary responsibility for the delivery of analytic projects...",0,0,0,
571,Sales Research Analyst,The CW Network,"New York, NY",4,Daily data input of episodic specific metrics for CWTV and CW Seed on the following platforms:. SUMMARY OF POSITION....,0,0,0,
572,Data Engineer,IBM,"New York, NY","12,098","You take pride in assisting and educating data scientists and engineers with building data driven systems. The Weather Company, an IBM Business, is seeking a...",0,0,0,
573,Data Visualization Software Engineer,KPMG,"New York, NY 10154 (Midtown area)","1,766","Ability to perform data tasks, working with a variety of SQL, NoSQL, and HDFS data stores, and preparing data for visualization....",0,0,0,
574,Senior Development Research Analyst,Hospital for Special Surgery,"New York, NY",144,"Helping to maintain research and prospect information within the Development database and electronic files with relevant data, including elements necessary for...",0,0,0,
575,Senior Data Scientist,Rocketrip,"Manhattan, NY",,Bayesian data analysis. Work to define and build out our data consumption strategy working closely with data engineers to effectively store information for...,0,0,0,
576,Data Scientist / Quant Developer,Spencer Ogden,"New York, NY",7,"Seeking Data Scientist (5 years) with experience working on data service products / algorithms. Data modelling, datasets, regression, statistics....",0,0,0,
577,Lead Data Scientist,ASCAP,"New York, NY",25,"The Lead Data Scientist will work collaboratively to design the next generation of unique data capabilities on behalf of ASCAP members, licensees and executives...",0,0,0,
578,"Research Analyst - Robotics, AI and Machine Learning",Lux Research,"New York, NY",,"Driven by proprietary primary research, not just publicly available data. Produce written research reports, including creative visual depictions of data and...",0,0,0,
579,"Polymer Scientist lll, Tarrytown",BASF,"Tarrytown, NY","1,006",Strong analytical skills interpreting data and results with ability to plan next steps based on results. We create chemistry through the power of connected...,0,0,0,
580,"Quantitative Analyst, Officer",State Street,"New York, NY",846,"About State Street Across the globe, institutional investors rely on us to help them manage risk, respond to challenges, and drive performance and...",0,0,0,
581,Data Sciences Technical Programming Lead,Bristol-Myers Squibb,"Queens, NY",520,"You will integrate clinical data for pharmacometric and biomarker analysis, systems biology/pharmacology, data mining, and other modeling approaches....",0,0,0,
582,"Manager, Products (Insights)",iCIMS,"Matawan, NJ",11,"Working closely with the data engineers and scientists, you will help translate data analysis into the development of our platform....",0,0,0,
583,Data Scientist - Tel Aviv (Hebrew & English speaking),Big Wednesday Digital,"New York, NY 10150",,Data Scientist - Tel AvivPlease note:. As a Data Scientist you will be working on some of the toughest challenges within the Data Science team....,0,0,0,
584,"Manager, Data Analysis",Turnaround for Children,"New York, NY",4,"The Manager, Data Analysis will play a primary role in establishing Turnaround as a first-class data shop by leading the organization's data visualization,...",0,0,0,
585,"Senior Director, Data Intelligence",NBA,"New York, NY",20,Deep bench and experience in leading data scientists and modelers. Experience running data intelligence practice of analytics and data science specialists....,0,0,0,
586,"Director, Data Science",Comcast,"New York, NY 10112 (Midtown area)","6,364","Collaborating with executive leaders and business owners, the Data Scientist will be leading teammates to solve business problems using broad spectrum of data...",0,0,0,
587,Technical Research Analyst,MDRC,"New York, NY 10016 (Gramercy area)",3,"Data collection and management,. Writing technical memos that document data processing decisions and summarize the quality of data, and....",0,0,0,
588,Data Engineer,Indeed,"New York, NY 10036 (Clinton area)",131,Work closely with stakeholders on the data demand side (analysts and data scientists). Develop and maintain data dictionary for published data sources....,0,0,0,
589,Data Research Analyst,Leopard Solutions,"Bronxville, NY",,"Technical expertise regarding data models, data mining and segmentation. Data management, analysis and manipulation....",0,0,0,
590,"Data Scientist, Pricing & Yield",NBCUniversal,"New York, NY",978,"Experience in handling large data sets, combining data from different sources, data analysis, reporting and insight generation....",0,0,0,
591,Senior Research Analyst,"Business Insider, Inc.","New York, NY",,"Proficiency with excel, data, and charts. We’re hiring a Senior Research Analyst to join our growing team at Business Insider Intelligence....",0,0,0,
592,DataOps Engineer / Data Science,Corporate Technology,"New York, NY",,"The Data Services team at Hearst, part of Corporate Technology, is the source of glob al data for the company....",0,0,0,
593,Senior Data Scientist,Tavant Technologies,"New York, NY",24,"Senior Data Scientist. Data Scientist, you will be a hands-on lead for data science in the organization. 2+ years of professional experience as a Data Scientist...",0,0,0,
594,Senior Data Scientist for Fortune 500 Company,Averity,"New York, NY 10016",,Are you a Senior Data Scientist looking to join a Fortune 500 company?What is the Job?Our Customer & Business Analytics team is looking for a Data Scientist to...,0,0,0,
595,"Analyst, Quantitative Research and Modeling Group",Prudential,"Newark, NJ 07102",962,Prudential Fixed Income is a global asset manager offering active solutions across all fixed income markets. The company has portfolio management and research,0,0,0,
596,Principal Data Scientist,HERE,"Chicago, IL 60601",56,With big data in Hadoop and/or Spark for data extraction and data prep for. Solutions and organizing teams of other data scientists and engineers to....,0,0,0,
597,Data Scientist/Modeling - Applied Technology - 12053,Crowe Horwath,"Chicago, IL 60606",78,Statistics Engineering Computer Science Data Science Mathematics Physics [or similar academic pedigree]....,0,0,0,
598,Data Engineer Developer / Data Scientist,TeamSoft,"Chicago, IL 60605",3,"More specifically, you would work closely with Data Scientists and other technical experts on data engineering initiatives to:....",0,0,0,
599,"Machine Learning Deployment Engineer, Professional Services,...",Google,"Chicago, IL","1,216",Experience interpreting technical data and creating reports with data. Experience with data analytics and/or data visualization techniques and software....,0,0,0,
600,Statistician,National Opinion Research Center (NORC),"Chicago, IL",,Knowledge of quantitative methods of social science data analysis. Knowledge of weighting of various sampling and data collection designs....,0,0,0,
601,Data Analyst,Raise Marketplace Inc.,"Chicago, IL 60603 (Loop area)",,"Knowledge of data warehouse, data model design and implementation. Pull reports and model data from Raise’s customized BI platform and data warehouse....",0,0,0,
602,Senior Data Scientist,Kaplan,"Chicago, IL",947,Metis Senior Data Scientists provide incredible and inspiring Data Science instruction; We are looking for Senior Data Scientists to be part of the Metis Data...,0,0,0,
603,Quantitative Analyst Intern,"Eldorado Trading, LLC","Chicago, IL",,"Market Data and Order Management System Experience preferred. Solid with data structures, STL algorithms, C++ templates and some experience with system...",0,0,0,
604,"Analyst, Quantitative Research",Kelton Global,"Chicago, IL",,Kelton is a strategy consultancy that creates consumer-oriented business solutions based on core human truths. We create brand relevance and resonance for our,0,0,0,
605,Research Associate/Analyst - LATAM,Euromonitor International,"Chicago, IL 60604 (Loop area)",19,"Client-facing responsibilities, including helping clients understand the sources and methodology of published data and reports....",0,0,0,
606,Senior Research Data Analyst,Northwestern University,"Chicago, IL",174,"Data mining, data modeling. This includes database administration, data consolidation, data analysis and management reporting....",0,0,0,
607,Research Data Analyst,Northwestern University,"Chicago, IL",174,"Critical thinking, data mining, data modeling, data warehouse design/develop, database design/ data structure, decision making, judgment, problem solving,...",0,0,0,
608,Statistical Analyst,Northwestern University,"Chicago, IL",174,"Ensures data integrity. This includes database administration, data consolidation, data analysis and management reporting....",0,0,0,
609,IT Operations Control Specialist - Weekday swing shift,ADP,"Elk Grove Village, IL 60007","1,654","At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",0,0,0,
610,Advanced Analytics Enablement Big Data Manager,Deloitte,"Chicago, IL 60606","3,458","Experience working as a Data Scientist. Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources...",0,0,0,
611,Advanced Analytics Enablement Big Data Senior Consultant,Deloitte,"Chicago, IL 60606","3,458","Experience working as a Data Scientist. Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources...",0,0,0,
612,Data Scientist/Statistics - Applied Technology - 12729,Crowe Horwath,"Chicago, IL 60606",78,"Statistics (preferred) Computer Science Data Science [or similar academic pedigree]. Collaborate with analytic and data teams to set objectives, approaches, and...",0,0,0,
613,Supply-Chain Data Scientist - Abbott Nutrition - Lake Forest...,ABBOTT LABORATORIES,"Lake Forest, IL","1,275","Professional experience analyzing data and generating relevant and actionable insights. Bachelor’s Degree required (Business, Data Analytics or Supply-Chain...",0,0,0,
614,Data Science Manager,Capital One,"Chicago, IL","2,902","Data Science Manager. As a Data Scientist you will be part of a team that's driving the implementation of next generation Customer Matching and Search solution,...",0,0,0,
615,Knowledge Analyst - Data Engineering,The Boston Consulting Group,"Chicago, IL 60654 (Loop area)",58,"Data Engineers, together with Data Scientists, Scientific Modelers, Scientific Programmers, Data Visualization Specialists as well Geospatial Analysts, are the...",0,0,0,
616,Machine Learning Researcher - BMW Technology Corporation,BMW Technology Corporation,"Chicago, IL",,Carry out the research on context data intelligence that will impact the research communities around data and computing....,0,0,0,
617,"Manager, Data Science","Blue Cross Blue Shield of IL, MT, NM, OK & TX","Chicago, IL","3,383","Experience in leading and mentoring data scientists. Constructing predictive models, algorithms and probability engines to support data analysis or product...",0,0,0,
618,Senior Statistician,National Opinion Research Center (NORC),"Chicago, IL",,"As one of the world’s foremost independent research institutions, NORC at the University of Chicago delivers objective data and meaningful analysis to help...",0,0,0,
619,Capital One - Lead Data Scientist –Optimization,Illinois Technology Association,"Chicago, IL",,"Lead Data Scientist –Optimization. Writing software to clean and investigate large, messy data sets of numerical and textual data....",0,0,0,
620,Data Analytics Manager,Willis Towers Watson,"Chicago, IL",216,"Building upon our existing advanced analytics and data provisions services, RCS is currently broadening its big data predictive analytics capabilities and is...",0,0,0,
621,Research Data Analyst,University of Chicago,"Chicago, IL",226,The Research Data Analyst will be responsible for the oversight of data entry and cleaning. Experience providing analysis of data;...,0,0,0,
622,Senior Telematics Data Scientist,Allstate Insurance,"Chicago, IL 60601 (Loop area)","2,834",Manages data and data requests to improve the accuracy of our data and decisions made from data analysis. The Data Scientist family is accountable for using...,0,0,0,
623,Machine Learning / Computer Vision Engineer,Caterpillar,"Chicago, IL 60606 (Loop area)","1,979",Experience with signal processing and time-series data analysis. Near term machine learning development work will focus on applying state-of-the-art machine...,0,0,0,
624,Data Scientist Intern,Allstate Insurance,"Northbrook, IL 60065","2,834","Knowledge of statistical modeling, machine learning, mathematical optimization, and/or data mining. Where good people build rewarding careers....",0,0,0,
625,Junior Data Scientist,Allstate Insurance,"Northbrook, IL 60062","2,834","The Data Scientist family is accountable for using data to make decisions, which includes building predictive models and developing new machine learning...",0,0,0,
626,"Manager, Campaign Marketing",Cox Automotive,"Oakbrook Terrace, IL",42,"Provides expertise on data housed in salesforce and Marketo, owns data strategy, activation and maintenance for marketing data....",0,0,0,
627,Software Product Manager - Forms,CDK Global,"Hoffman Estates, IL 60169",74,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....",0,0,0,
628,Senior Automation Data Scientist,Allstate Insurance,"Chicago, IL 60601","2,834",Manages data and data requests to improve the accuracy of our data and decisions made from data analysis. The Data Scientist family is accountable for using...,0,0,0,
629,Lead Data Scientist,InContext Solutions,"Chicago, IL",,Are you passionate about mining insights from large amounts of data? Your work will support new business development through the contribution and evaluation of...,0,0,0,
630,Senior Data Scientist,National Collegiate Scouting Association,"Chicago, IL 60642 (Portage Park area)",8,"Senior Data Scientist. You are a Scientist:. You most likely have 5+ years of experience as a data scientist in a dynamic environment, but if you don’t you make...",0,0,0,
631,Data Quality Engineer,"University of Chicago, Center for Data Intensive S","Chicago, IL",,"Data Management - Participate in data acquisition and integration planning efforts including data modeling, data dictionary definitions, and data harmonization...",0,0,0,
632,Data Science Student Internship,American Family Insurance,"Chicago, IL",510,"Be paired with a data scientist, engineer, or architect as a mentor. We are excited to offer Data Scientist Internships in our Data Science and Analytics Lab...",0,0,0,
633,Senior Data Scientist,Allstate Insurance,"Chicago, IL 60601 (Loop area)","2,834", Manages data and data requests to improve the accuracy of our data and decisions made from data analysis. The Data Scientist family is accountable for using...,0,0,0,
634,Part-time Data Science Instructor,General Assembly,"Chicago, IL",74,"Data visualization techniques; Manipulation of large data sets; You are eager to shape the skills, minds, and trajectories of the newest generation of data...",0,0,0,
635,Research Analyst - Retail & Apparel,Mintel,"Chicago, IL",8,"Commercially driven with a talent for seeing the patterns behind data, and understanding what these patterns mean from a business standpoint....",0,0,0,
636,Data Quality Engineer,University of Chicago,"Chicago, IL",226,"Data Management - Participate in data acquisition and integration planning efforts including data modeling, data dictionary definitions, and data harmonization...",0,0,0,
637,Big Data Engineer,Morningstar,"Chicago, IL",45,"You will work with an interdisciplinary team of data analysts, engineers, and data scientists that focus on Morningstar software products....",0,0,0,
638,Software Engineer-Data and Algorithms,IBM,"Chicago, IL","12,098","This position is part of Watson Analytics’ Advanced Analysis team, which harnesses the power of cutting edge statistical, data mining, NLP and cognitive...",0,0,0,
639,Data Analytics Manager,Willis Towers Watson,"Chicago, IL",216,"Building upon our existing advanced analytics and data provisions services, RCS is currently broadening its big data predictive analytics capabilities and is...",0,0,0,
640,Principal Data Scientist,HERE,"Chicago, IL 60601",56,With big data in Hadoop and/or Spark for data extraction and data prep for. Solutions and organizing teams of other data scientists and engineers to....,0,0,0,
641,Data Applications Engineer - Machine Learning - Bangkok,Big Wednesday Digital,"Chicago, IL 60603",,"Data Applications Engineer - Machine Learning - (OO/Python/Big Data) - LOCATED Bangkok, Thailand. Big Data Technologies (E.g.:....",0,0,0,
642,Senior Analyst - Statistics and Operations Research,United Airlines,"Chicago, IL","1,104","Knowledge of United/Industry data sources. Anticipates working team questions to data and approach. Identifies, researches, or solves large complex problems...",0,0,0,
643,Data Analytics Manager,Willis Towers Watson,"Chicago, IL",216,"Building upon our existing advanced analytics and data provisions services, RCS is currently broadening its big data predictive analytics capabilities and is...",0,0,0,
644,Senior Data Scientist,National Opinion Research Center (NORC),"Chicago, IL",,"Trains, mentors, and supervises other data analysts and lesser skilled data scientists. Provides input and guidance to task leaders, especially regarding data...",0,0,0,
645,Data Scientists and Quantitative Researchers,Optiver,"Chicago, IL",4,Data Scientists and Quantitative Researchers. Optiver is looking for Data Scientists and Quantitative Researchers to join our Chicago Office....,0,0,0,
646,R&D Data Science Consultant,IRI,"Chicago, IL",6,"Co nsulting Data Scientist, CSM Research and Development. Interested in innovation, analytics, and working with big data?...",0,0,0,
647,Staff Scientist,University of Chicago,"Chicago, IL",226,"Programming and data analysis skills required. As a member of the Magnetic Resonance Imaging Research Center, assist users of the MRIRC with analysis of data...",0,0,0,
648,"Senior Developer/Data Analytics Analyst, Research,",BAI Online,"Chicago, IL",,"Knowledge of relational database (STAR data schemes, ETL, SSIS and data normalization). Develop online systems to present data....",0,0,0,
649,Manager - Data Scientist,KPMG,"Chicago, IL 60601 (Loop area)","1,766","Eight years of professional experience working as a Data Scientist. Machine learning, data visualization, statistical modeling, data mining, or information...",0,0,0,
650,Lead Data Scientist,West Monroe Partners,"Chicago, IL 60606 (Loop area)",6,"HBase, Cassandra, Accumulo, Mongo, Neo4j, etc. Experience with ETL, data warehouse and reporting a plus Experience with data visualizations Experience with...",0,0,0,
651,Quantitative Analyst,BMO Financial Group,"Chicago, IL",464,"The Financial Analyst is accountable to analyze and report on the financial performance and condition of their business client, to support the month-end and",0,0,0,
652,Data Visualization Software Engineer,KPMG,"Chicago, IL 60601 (Loop area)","1,766","Ability to perform data tasks, working with a variety of SQL, NoSQL, and HDFS data stores, and preparing data for visualization....",0,0,0,
653,Senior Analyst - Statistics and Operations Research,United Airlines,"Chicago, IL","1,104","Knowledge of United/Industry data sources. Anticipates working team questions to data and approach. Identifies, researches, or solves large complex problems...",0,0,0,
654,IT Command Center Operational Support - Weekend Shift,ADP,"Elk Grove Village, IL 60007","1,654","At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",0,0,0,
655,Scientist Research and Development,ABBOTT LABORATORIES,"Lake Bluff, IL","1,275","Internal data presentations within R&D organization. Conducts experiments, accomplishes established milestones and summarizes data, interprets results and draws...",0,0,0,
656,Regional Marketing Research Lead,Uber,"Chicago, IL 60606",153,"Composed of researchers, data scientists, and engineers the team makes an impact across Uber. Lead end-to-end qualitative, quantitative, and data analytics...",0,0,0,
657,Geospatial Data Scientist,Allstate Insurance,"Chicago, IL 60601","2,834",Manages data and data requests to improve the accuracy of our data and decisions made from data analysis. Strong understanding of geospatial data....,0,0,0,
658,Principal Data Scientist,HERE,"Chicago, IL 60601",56,With big data in Hadoop and/or Spark for data extraction and data prep for. Solutions and organizing teams of other data scientists and engineers to....,0,0,0,
659,Research Professional Data Analyst,University of Chicago,"Chicago, IL",226,Perform data processing and quality control for genetic and genomic data. Research Professional Data analyst:....,0,0,0,
660,Machine Learning Engineer,Jobspring Partners,"Chicago, IL",12,We’ve just received our second round of funding and are excited to put it to good use by bringing on some smart and talented Data Scientists....,0,0,1,110000.0
661,Senior Automation Data Scientist,Allstate Insurance,"Chicago, IL 60601 (Loop area)","2,834",Manages data and data requests to improve the accuracy of our data and decisions made from data analysis. The Data Scientist family is accountable for using...,0,0,0,
662,Lead Data Engineer,Civis Analytics,"Chicago, IL",,"Survey data, consumer data, public data, and client data. Leading agile technical delivery of data pipelines and core data assets....",0,0,0,
663,"Scientist II, Mass Spectrometry",Planet Pharma,"Chicago, IL",,Extensive hands-on experience using different mass spectrometry instrument platforms and data analysis software are required....,0,0,0,
664,"Senior Scientist - HPLC , Dissolution - Based in Portage , I...",PPD,"Chicago, IL",223,Proficient in the operation of the computer and data acquisition programs. The analytical scientist should be experienced in the use of numerous analytical...,0,0,0,
665,Advanced Analytics Enablement Big Data Senior Consultant,Deloitte,"Chicago, IL 60606 (Loop area)","3,458","Experience working as a Data Scientist. Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources...",0,0,0,
666,Director of Data Science,Trunk Club,"Chicago, IL 60654 (Loop area)",37,"Helping data scientists develop algorithms in our relevance and recommender systems; For a data scientist, Trunk Club is a retail dream....",0,0,0,
667,Senior Data Scientist,LoyaltyOne,"Chicago, IL",30,Data Scientist will provide process execution leadership to support client projects. Take analytical objectives and define data requirements....,0,0,0,
668,Data Scientist,Capital One,"Chicago, IL","2,902","Writing software to clean and investigate large, messy data sets of numerical and textual data. Integrating with external data sources and APIs to discover...",0,0,0,
669,ASSOCIATE SCIENTIST (MP00742),Fresenius Kabi,"Melrose Park, IL",68,Provides project support to Scientist and Lead Scientist. Assists Scientist / Lead Scientist with test method validations and special projects....,0,0,0,
670,Statistical Data Analyst / Programmer,ABBOTT LABORATORIES,"Des Plaines, IL","1,275","Analyzes Data and Procedures /Recommends Solutions:. Applies techniques to interpret/evaluate requirements, synthesize and evaluate data;...",0,0,0,
671,Junior Data Scientist,Allstate Insurance,"Northbrook, IL 60062","2,834","The Data Scientist family is accountable for using data to make decisions, which includes building predictive models and developing new machine learning...",0,0,0,
672,SR REGULATORY SPECIALIST,Fresenius Kabi,"Lake Zurich, IL",68,Mentor regulatory scientists regarding the regulations. Train new regulatory scientists on RA and FK systems....,0,0,0,
673,ELECTRONIC SUBMISSIONS SPECIALIST,Fresenius Kabi,"Lake Zurich, IL",68,Compiling submissions using electronic publishing softwares and electronic data management systems. Responsible for the electronic compilation and publishing of...,0,0,0,
674,Research Data Analyst Associate,Northwestern University,"Evanston, IL",174,"Data Maintenance and Analysis:. To gather, record, and analyze data. Utilize spreadsheets and various institutional data resources (salesforce, google analytics...",0,0,0,
675,RESEARCH ANALYST,Loyola University Chicago,"Chicago, IL 60626 (Rogers Park area)",64,"Gathers data on competitors and provides analysis of programs, prices, enrollments/market share and positioning....",0,0,0,
676,Statistician (Master's Level),Ann & Robert Lurie Children's Hospital of Chicago,"Chicago, IL",,"Writes programs and scripts that convert customer requirements into data extracts, making use of Epic Clarity, Epic Cogito data warehouse, Crystal Reports, SQL,...",0,0,0,
677,Applied Data Science Internship - Summer 2017,Civis Analytics,"Chicago, IL",,"Experience identifying and adapting to imperfect data. Applied Data Scientists collaborate with clients, Civis Analytics’ R&D and Technology teams, and managers...",0,0,0,
678,"Exec Dir, Strategic Analytics & Data Intelligence",University of Chicago,"Chicago, IL",226,"Evaluate large data sets with sophisticated quantitative analyses and develop models that translate data into actionable insights in order to solve difficult,...",0,0,0,
679,Statistical Analyst,IRI,"Chicago, IL",6,Investigate and resolve client production data issues. Proficiency using a 4GL ( e.g. SAS) programming language to access and manipulate data....,0,0,0,
680,Senior Statistical Analyst,Northwestern University,"Chicago, IL",174,"Critical thinking, business intelligence application design, data mining, data modeling, data warehouse design/develop, database design/ data structure,...",0,0,0,
681,Senior Bioinformatician,University of Chicago,"Chicago, IL",226,Our scientific data clouds and commons include:. The Biomedical Data Commons (BDC) is cloud-based infrastructure that we are developing for a consortium of...,0,0,0,
682,Director of Data Science,Shoprunner,"Chicago, IL",,Values data and truth over ego. ShopRunner is looking for a seasoned Director of Data Science to join our talented engineering team....,0,0,0,
683,Associate Scientist I,Metabyte Inc,"Abbott Park, IL",,"Design experiments and testing schemes, analyze data, write protocols and reports and present results to a cross-functional team....",0,0,0,
684,Data Scientist Intern,Allstate Insurance,"Northbrook, IL 60065","2,834","Knowledge of statistical modeling, machine learning, mathematical optimization, and/or data mining. Where good people build rewarding careers....",0,0,0,
685,IT Operations Infrastructure Support Analyst III,ADP,"Elk Grove Village, IL 60007","1,654","At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",0,0,0,
686,Data Scientist - Relocation to China (Chinese Visa required),Booking.com,"Chicago, IL",141,"Data Scientist – China Localisation. Data Science, Analytics & Research. As a data scientist, you can expect to independently support these functions at...",0,0,0,
687,Data Scientist/Modeling - Applied Technology - 12053,Crowe Horwath,"Chicago, IL 60606",78,Statistics Engineering Computer Science Data Science Mathematics Physics [or similar academic pedigree]....,0,0,0,
688,Android Application Developer - Connected Car,Allstate Insurance,"Chicago, IL 60601","2,834",We work collaboratively with both ‘product teams’ and data scientists in support of Allstate business goals. Where good people build rewarding careers....,0,0,0,
689,"Senior Analyst, Quantitative Research",Kelton Global,"Chicago, IL",,Kelton is a strategy consultancy that creates consumer-oriented business solutions based on core human truths. We create brand relevance and resonance for our,0,0,0,
690,Applied Data Science Manager,Civis Analytics,"Chicago, IL",,"Manages teams of data scientists and analysts. ADS Managers manage, supervise and mentor a team of Data Scientists in the ADS practice to deliver custom...",0,0,0,
691,"Cloud Instructor (Big Data, Machine Learning), Google Cloud...",Google,"Chicago, IL","1,216","Python, Java) and data science (i.e. Technical experience in programming (Python/Java) and data science (statistics/ETL/machine learning)....",0,0,0,
692,Data Scientist,KPMG,"Chicago, IL 60601 (Loop area)","1,766","KPMG is currently seeking a Data Scientist, to join our Advanced Data Analytics in our Chicago, IL office. Eight years of professional experience working as a...",0,0,0,
693,Statistical Data Specialist,Change Healthcare,"Lombard, IL",135,"Have experience working with complex data models in star, snowflake, or relational data models. Maintain current knowledge of Change Healthcare’s data sources...",0,0,0,
694,Quantitative Statistical Modeler-Automated Trading Strategie...,Analytic Recruiting,"Chicago, IL",2,A Proprietary trading firm in Chicago is looking for a Quantitative Statistical Modeler to join a small quantitative research team that tweaks and enhances,0,0,0,
695,Senior Data Scientist - HERE Maps Chicago,HERE,"Chicago, IL",56,"Hive, etc., for working with big data in Hadoop for data extraction and prep. Computational statistics/science, data mining, machine....",0,0,0,
696,"VP, Foundational Data Products",Merkle Inc.,"Chicago, IL 60603 (Loop area)",2,"VP, Foundational Data Products. Machine learning, big data techniques. This product leverages Foundational Data Products, such as identity, to provide valuable...",0,0,0,
697,Senior Environmental Soil Scientist,Metropolitan Water Reclamation District of Greater...,"Chicago, IL",7,"Collection, analysis, interpretation and presentation of statistical data; Under professional supervision supervises technical and clerical staff in...",0,0,1,115185.5
698,Research Analyst - Beverage,Mintel,"Chicago, IL",8,"Expertise reading and interpreting consumer research data. Expertise working with syndicated sales data, such as IRI or ACNielsen....",0,0,0,
699,Senior Telematics Data Scientist,Allstate Insurance,"Chicago, IL 60601","2,834",Manages data and data requests to improve the accuracy of our data and decisions made from data analysis. The Data Scientist family is accountable for using...,0,0,0,
700,Advanced Analytics Enablement Big Data Senior Consultant,Deloitte,"Chicago, IL 60606","3,458","Experience working as a Data Scientist. Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources...",0,0,0,
701,Statistical Data Analyst / Programmer,ABBOTT LABORATORIES,"Des Plaines, IL","1,275","Analyzes Data and Procedures /Recommends Solutions:. Applies techniques to interpret/evaluate requirements, synthesize and evaluate data;...",0,0,0,
702,Data Analytics Manager,Allstate Insurance,"Northbrook, IL 60065","2,834","ARS data comprehension, collect data, describe data, explore data, and deriving the right insights. Maintain deep business domain expertise in the use of data...",0,0,0,
703,Data Scientist/Statistics - Applied Technology - 12729,Crowe Horwath,"Chicago, IL 60606",78,"Statistics (preferred) Computer Science Data Science [or similar academic pedigree]. Collaborate with analytic and data teams to set objectives, approaches, and...",0,0,0,
704,PDI Trainee,"Olam Americas, Inc.","Chicago, IL",,Analytical ability – Ability to analyze data / information and generate market and customer insight. Olam International is a global leader in supply chain...,0,0,0,
705,Entry-level Market Research Analyst,Market Track,"Chicago, IL 60290 (Loop area)",5,Review and analyze data; Strong interest in data analysis. Work directly with clients representing major brands to set up data collection and processing rules;...,0,0,0,
706,Data Scientist,The University of Chicago Medicine,"Chicago, IL",7,"The Data Scientist will also be responsible for data profiling/cleansing data governance consultation, data quality assessment, data mart mapping and data...",0,0,0,
